Date,Region,Category,Revenue,Cost,Profit
2025-06-18,South,Electronics,18791,14617.15,4173.85
2025-06-18,South,Furniture,10119,6193.78,3925.22
2025-06-18,South,Office Supplies,11136,6168.82,4967.18
2025-06-18,East,Electronics,7346,4494.94,2851.06
2025-06-18,East,Furniture,19631,12538.62,7092.38
2025-06-18,East,Office Supplies,10041,7361.89,2679.11
2025-06-18,West,Electronics,6337,4431.3,1905.7
2025-06-18,West,Furniture,6551,3735.95,2815.05
2025-06-18,West,Office Supplies,14519,9194.28,5324.72
2025-06-19,North,Electronics,6361,4778.84,1582.16
2025-06-19,North,Furniture,9370,6309.53,3060.47
2025-06-19,North,Office Supplies,15558,10673.78,4884.22
2025-06-19,South,Electronics,16949,11006.04,5942.96
2025-06-19,South,Furniture,5869,4317.94,1551.06
2025-06-19,South,Office Supplies,15103,12035.81,3067.19
2025-06-19,East,Electronics,19087,10824.52,8262.48
2025-06-19,East,Furniture,5489,3605.58,1883.42
2025-06-19,East,Office Supplies,15748,10962.38,4785.62
2025-06-19,West,Electronics,13024,8249.42,4774.58
2025-06-19,West,Furniture,9027,5796.35,3230.65
2025-06-19,West,Office Supplies,14909,11404.73,3504.27
2025-06-20,North,Electronics,6873,5133.08,1739.92
2025-06-20,North,Furniture,7817,5531.01,2285.99
2025-06-20,North,Office Supplies,9458,6710.34,2747.66
2025-06-20,South,Electronics,13933,9152.59,4780.41
2025-06-20,South,Furniture,15659,10706.94,4952.06
2025-06-20,South,Office Supplies,10738,8419.35,2318.65
2025-06-20,East,Electronics,19427,12721.72,6705.28
2025-06-20,East,Furniture,5062,3154.11,1907.89
2025-06-20,East,Office Supplies,18450,12909.67,5540.33
2025-06-20,West,Electronics,18516,11577.34,6938.66
2025-06-20,West,Furniture,17543,11436.43,6106.57
2025-06-20,West,Office Supplies,9970,6707.56,3262.44
2025-06-21,North,Electronics,13003,7834.4,5168.6
2025-06-21,North,Furniture,12296,9112.69,3183.31
2025-06-21,North,Office Supplies,18261,10096.02,8164.98
2025-06-21,South,Electronics,13312,8187.67,5124.33
2025-06-21,South,Furniture,18652,11006.84,7645.16
2025-06-21,South,Office Supplies,5644,4213.98,1430.02
2025-06-21,East,Electronics,7068,5206.95,1861.05
2025-06-21,East,Furniture,7668,5801.78,1866.22
2025-06-21,East,Office Supplies,5802,4359.98,1442.02
2025-06-21,West,Electronics,18440,11570.21,6869.79
2025-06-21,West,Furniture,16707,11040.43,5666.57
2025-06-21,West,Office Supplies,9841,6730.15,3110.85
2025-06-22,North,Electronics,13468,9907.5,3560.5
2025-06-22,North,Furniture,15105,11436.58,3668.42
2025-06-22,North,Office Supplies,11296,8551.4,2744.6
2025-06-22,South,Electronics,19125,14887.8,4237.2
2025-06-22,South,Furniture,17127,12786.84,4340.16
2025-06-22,South,Office Supplies,17909,11436.8,6472.2
2025-06-22,East,Electronics,17601,13821.72,3779.28
2025-06-22,East,Furniture,19432,12235.4,7196.6
2025-06-22,East,Office Supplies,11972,7760.04,4211.96
2025-06-22,West,Electronics,15348,10371.92,4976.08
2025-06-22,West,Furniture,5661,3851.74,1809.26
2025-06-22,West,Office Supplies,15500,11148.15,4351.85
2025-06-23,North,Electronics,15704,9990.81,5713.19
2025-06-23,North,Furniture,13143,9687.56,3455.44
2025-06-23,North,Office Supplies,11968,6622.05,5345.95
2025-06-23,South,Electronics,15696,9262.07,6433.93
2025-06-23,South,Furniture,6700,4373.58,2326.42
2025-06-23,South,Office Supplies,11815,8548.0,3267.0
2025-06-23,East,Electronics,17782,11955.62,5826.38
2025-06-23,East,Furniture,10164,6010.19,4153.81
2025-06-23,East,Office Supplies,8687,6652.01,2034.99
2025-06-23,West,Electronics,13676,10025.88,3650.12
2025-06-23,West,Furniture,16281,10162.55,6118.45
2025-06-23,West,Office Supplies,18045,10301.68,7743.32
2025-06-24,North,Electronics,13912,9092.19,4819.81
2025-06-24,North,Furniture,19751,15261.87,4489.13
2025-06-24,North,Office Supplies,12117,7032.39,5084.61
2025-06-24,South,Electronics,19318,11133.67,8184.33
2025-06-24,South,Furniture,16171,9372.77,6798.23
2025-06-24,South,Office Supplies,18545,13017.44,5527.56
2025-06-24,East,Electronics,15445,9139.31,6305.69
2025-06-24,East,Furniture,8630,5590.15,3039.85
2025-06-24,East,Office Supplies,5146,3262.14,1883.86
2025-06-24,West,Electronics,8453,6677.58,1775.42
2025-06-24,West,Furniture,12751,10156.96,2594.04
2025-06-24,West,Office Supplies,13328,8715.76,4612.24
2025-06-25,North,Electronics,8005,6146.78,1858.22
2025-06-25,North,Furniture,7242,5243.99,1998.01
2025-06-25,North,Office Supplies,11318,8357.2,2960.8
2025-06-25,South,Electronics,6948,4690.1,2257.9
2025-06-25,South,Furniture,10618,7291.08,3326.92
2025-06-25,South,Office Supplies,6920,4898.35,2021.65
2025-06-25,East,Electronics,17207,13529.49,3677.51
2025-06-25,East,Furniture,15799,11081.57,4717.43
2025-06-25,East,Office Supplies,9927,7775.64,2151.36
2025-06-25,West,Electronics,9390,5499.82,3890.18
2025-06-25,West,Furniture,11160,6713.44,4446.56
2025-06-25,West,Office Supplies,14540,10777.05,3762.95
2025-06-26,North,Electronics,10126,7526.12,2599.88
2025-06-26,North,Furniture,18414,12057.82,6356.18
2025-06-26,North,Office Supplies,6776,4762.4,2013.6
2025-06-26,South,Electronics,11314,6418.0,4896.0
2025-06-26,South,Furniture,6788,4425.98,2362.02
2025-06-26,South,Office Supplies,19876,14054.45,5821.55
2025-06-26,East,Electronics,15655,11407.18,4247.82
2025-06-26,East,Furniture,14359,7933.27,6425.73
2025-06-26,East,Office Supplies,11811,8554.93,3256.07
2025-06-26,West,Electronics,15039,11415.04,3623.96
2025-06-26,West,Furniture,5504,4230.06,1273.94
2025-06-26,West,Office Supplies,15664,10514.83,5149.17
2025-06-27,North,Electronics,16186,10057.61,6128.39
2025-06-27,North,Furniture,18510,12268.86,6241.14
2025-06-27,North,Office Supplies,9434,7124.08,2309.92
2025-06-27,South,Electronics,9008,6941.92,2066.08
2025-06-27,South,Furniture,9994,5530.1,4463.9
2025-06-27,South,Office Supplies,16181,10468.4,5712.6
2025-06-27,East,Electronics,14447,8001.86,6445.14
2025-06-27,East,Furniture,13575,8156.79,5418.21
2025-06-27,East,Office Supplies,16999,9527.88,7471.12
2025-06-27,West,Electronics,7565,4897.21,2667.79
2025-06-27,West,Furniture,11328,8334.81,2993.19
2025-06-27,West,Office Supplies,8406,4763.19,3642.81
2025-06-28,North,Electronics,16064,12777.74,3286.26
2025-06-28,North,Furniture,9177,5908.77,3268.23
2025-06-28,North,Office Supplies,7604,6062.7,1541.3
2025-06-28,South,Electronics,5531,4420.9,1110.1
2025-06-28,South,Furniture,5634,3159.04,2474.96
2025-06-28,South,Office Supplies,15562,9415.44,6146.56
2025-06-28,East,Electronics,19005,13917.53,5087.47
2025-06-28,East,Furniture,17327,9827.5,7499.5
2025-06-28,East,Office Supplies,15813,10177.56,5635.44
2025-06-28,West,Electronics,12739,9308.19,3430.81
2025-06-28,West,Furniture,16385,10445.21,5939.79
2025-06-28,West,Office Supplies,11239,6204.95,5034.05
2025-06-29,North,Electronics,8306,6294.64,2011.36
2025-06-29,North,Furniture,14471,9710.0,4761.0
2025-06-29,North,Office Supplies,19683,13935.51,5747.49
2025-06-29,South,Electronics,6505,4834.53,1670.47
2025-06-29,South,Furniture,18006,10122.33,7883.67
2025-06-29,South,Office Supplies,15147,11233.45,3913.55
2025-06-29,East,Electronics,5249,3606.11,1642.89
2025-06-29,East,Furniture,8439,6227.45,2211.55
2025-06-29,East,Office Supplies,7854,5649.92,2204.08
2025-06-29,West,Electronics,16763,9807.71,6955.29
2025-06-29,West,Furniture,19820,11927.89,7892.11
2025-06-29,West,Office Supplies,13235,9735.18,3499.82
